epoch_id,timestamp,break_v,break_E_eV,n_points,PA_bins,status,features,cone_half_width_deg,input_file,break_index,error_message
164,2022-03-02 14:49:09,379003426.6113189,40.83800026725507,5423,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3745.0,
165,2022-03-02 14:50:09,442217980.96663785,55.5969528453533,5292,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4254.0,
166,2022-03-02 14:51:09,442599433.0010793,55.69290876928887,5369,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4331.0,
167,2022-03-02 14:52:09,441322899.63345784,55.372116072337825,5293,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4206.0,
168,2022-03-02 14:53:09,442018034.49635184,55.54668848775108,5220,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4209.0,
169,2022-03-02 14:54:09,442222954.2264217,55.598203358251304,5430,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4385.0,
170,2022-03-02 14:55:09,441357414.14147276,55.38077737714578,5323,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4248.0,
171,2022-03-02 14:56:09,442047598.2970752,55.55411907210906,5318,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4317.0,
172,2022-03-02 14:57:09,441693277.6746868,55.46509661689324,5382,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4308.0,
173,2022-03-02 14:58:09,442067876.0579509,55.55921598467886,5425,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4323.0,
174,2022-03-02 14:59:09,441898420.4738656,55.51662969674037,5312,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4277.0,
175,2022-03-02 15:00:09,441955134.1472185,55.53088072774886,5350,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4292.0,
176,2022-03-02 15:01:09,442464627.243672,55.65898833989949,5298,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4304.0,
177,2022-03-02 15:02:09,436720135.4541109,54.223135404526154,5413,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4262.0,
178,2022-03-02 15:03:09,433692390.3770435,53.47389250907986,5547,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4326.0,
179,2022-03-02 15:04:09,437948368.12522346,54.528558819118686,5386,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4289.0,
180,2022-03-02 15:05:09,441666441.99456096,55.458357105789155,5479,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4347.0,
181,2022-03-02 15:06:09,441076909.3695749,55.31040522374714,5349,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4276.0,
182,2022-03-02 15:07:09,441385476.790552,55.38782010795453,5341,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4277.0,
183,2022-03-02 15:08:09,442060707.70971507,55.55741415921086,5198,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4178.0,
184,2022-03-02 15:09:09,440821456.5322751,55.24635694494086,5400,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4301.0,
185,2022-03-02 15:10:09,439899992.74726015,55.01563174050658,5415,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4316.0,
186,2022-03-02 15:11:09,440875320.5327032,55.25985888118285,5413,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4337.0,
187,2022-03-02 15:12:09,441003522.7072677,55.292001592676655,5549,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4436.0,
188,2022-03-02 15:13:09,441225547.59064496,55.34768953992718,5510,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4368.0,
189,2022-03-02 15:14:09,464074527.29462487,61.22850515430374,5400,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4502.0,
190,2022-03-02 15:15:09,441877971.6090978,55.511491747684545,5544,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4461.0,
191,2022-03-02 15:16:09,441806978.73211247,55.493656036558136,5465,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4395.0,
192,2022-03-02 15:17:09,441391996.3261744,55.38945634454174,5386,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4379.0,
193,2022-03-02 15:18:09,441758898.885788,55.48157844882135,5030,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4066.0,
194,2022-03-02 15:19:09,409507427.1742142,47.67621399765545,5474,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4092.0,
195,2022-03-02 15:20:09,441922008.9169795,55.52255678655365,5363,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4364.0,
196,2022-03-02 15:21:09,442017754.71280116,55.54661816915046,5394,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4317.0,
197,2022-03-02 15:22:09,441710629.17706686,55.46945449014214,5328,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4289.0,
198,2022-03-02 15:23:09,440923593.1802032,55.27196065056094,5251,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4243.0,
199,2022-03-02 15:24:09,408356165.32728904,47.408523359650495,5412,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4016.0,
200,2022-03-02 15:25:09,441500903.7623448,55.41679289766567,4988,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4023.0,
201,2022-03-02 15:26:09,464099669.9960635,61.23513982885001,5102,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4252.0,
202,2022-03-02 15:27:09,462217795.97385496,60.73954291336083,5026,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4163.0,
203,2022-03-02 15:28:09,408435139.0175701,47.42686219420115,5243,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3992.0,
204,2022-03-02 15:29:09,459737302.9239916,60.089374330765146,4554,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3830.0,
205,2022-03-02 15:30:09,376022508.09544355,40.1981325951398,4991,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3716.0,
206,2022-03-02 15:31:09,431239697.34084797,52.87077296532339,3762,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3000.0,
207,2022-03-02 15:32:09,465640548.4293628,61.64243399474449,4391,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3716.0,
208,2022-03-02 15:33:09,439229854.691728,54.848139188051576,4260,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3512.0,
209,2022-03-02 15:34:09,426574950.95040196,51.733146491319566,4529,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3617.0,
210,2022-03-02 15:35:09,475503260.7309663,64.28138027301192,5307,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4509.0,
211,2022-03-02 15:36:09,408634289.3292923,47.47312352759701,5295,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4097.0,
212,2022-03-02 15:37:09,440483498.16712296,55.161679526937725,5088,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4173.0,
213,2022-03-02 15:38:09,433354479.9480272,53.390596850685,5172,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4120.0,
214,2022-03-02 15:39:09,439154442.20784163,54.829306773595825,5322,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4287.0,
215,2022-03-02 15:40:09,408772250.761517,47.505184301183704,5288,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4049.0,
216,2022-03-02 15:41:09,433155973.2449101,53.341694788074335,5191,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4169.0,
217,2022-03-02 15:42:09,440681850.0697391,55.211369867756204,5337,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4336.0,
218,2022-03-02 15:43:09,440897301.0031409,55.26536913733334,5377,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4324.0,
219,2022-03-02 15:44:09,441553417.19622403,55.42997655882862,5341,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4311.0,
220,2022-03-02 15:45:09,441471765.5908891,55.40947834535428,5377,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4265.0,
221,2022-03-02 15:46:09,440921951.7201028,55.271549120987075,5277,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4264.0,
222,2022-03-02 15:47:09,442141185.6760675,55.57764465977191,5245,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4228.0,
223,2022-03-02 15:48:09,441859033.52772677,55.50673360771245,5163,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4175.0,
224,2022-03-02 15:49:09,441754281.40507495,55.48041861353483,5329,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4270.0,
225,2022-03-02 15:50:09,441038541.9112269,55.300783194906614,5396,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4351.0,
226,2022-03-02 15:51:09,441060804.29149723,55.30636619058453,5466,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4381.0,
227,2022-03-02 15:52:09,438847439.9806636,54.75267389001859,5361,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4289.0,
228,2022-03-02 15:53:09,439143389.96600693,54.82654701951215,5419,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4333.0,
229,2022-03-02 15:54:09,439722605.7266049,54.9712712425574,5185,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4099.0,
230,2022-03-02 15:55:09,433805098.7252177,53.50168980215612,5350,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4206.0,
231,2022-03-02 15:56:09,439708588.9859046,54.96776673419556,5040,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4067.0,
232,2022-03-02 15:57:09,407611735.1559342,47.235830160265216,5246,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,3924.0,
233,2022-03-02 15:58:09,440545177.5157347,55.17712879885954,5380,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4273.0,
234,2022-03-02 15:59:09,441590931.0578505,55.43939549081273,5412,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4338.0,
235,2022-03-02 16:00:09,442084330.0628636,55.563351949652784,5371,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4337.0,
236,2022-03-02 16:01:09,432547637.7700465,53.19197108266338,5448,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4283.0,
237,2022-03-02 16:02:09,441930894.9578427,55.524789672261115,5451,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4425.0,
238,2022-03-02 16:03:09,440927882.8451629,55.2730361173759,5403,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4341.0,
239,2022-03-02 16:04:09,442981855.6590694,55.78919190863536,5665,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4433.0,
240,2022-03-02 16:05:09,442572866.3369292,55.68622312856105,5526,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4392.0,
241,2022-03-02 16:06:09,441414502.0497769,55.39510489089377,5476,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4318.0,
242,2022-03-02 16:07:09,443030133.5692973,55.80135282372539,5543,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4419.0,
243,2022-03-02 16:08:09,409171442.42555356,47.59801317174791,5588,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4106.0,
244,2022-03-02 16:09:09,437930203.4797488,54.524035585467765,5079,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4041.0,
245,2022-03-02 16:10:09,442307232.6601748,55.619397083971265,5519,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4365.0,
246,2022-03-02 16:11:09,442476273.6700546,55.661918458157785,5478,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4413.0,
247,2022-03-02 16:12:09,437584213.9190551,54.43791549207155,5571,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4363.0,
248,2022-03-02 16:13:09,442155952.58935744,55.58135715700783,5483,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4329.0,
249,2022-03-02 16:14:09,442008917.54518086,55.54439712774075,5518,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4346.0,
250,2022-03-02 16:15:09,442149526.9420622,55.579741692599534,5574,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4382.0,
251,2022-03-02 16:16:09,442494593.6206344,55.666527720918026,5244,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4149.0,
252,2022-03-02 16:17:09,441803583.99146724,55.49280323949965,5270,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4184.0,
253,2022-03-02 16:18:09,441478391.3238658,55.411141560044285,5364,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4205.0,
254,2022-03-02 16:19:09,442347476.41342485,55.62951871416558,5460,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4286.0,
255,2022-03-02 16:20:09,441561538.59009236,55.432015600059614,5434,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4237.0,
256,2022-03-02 16:21:09,441377201.58258164,55.3857432773476,5539,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4327.0,
257,2022-03-02 16:22:09,442251949.9674194,55.60549453995355,5482,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4299.0,
258,2022-03-02 16:23:09,442839500.5198545,55.75334122088393,5592,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4304.0,
259,2022-03-02 16:24:09,442641878.0463692,55.70359112089876,5365,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4208.0,
260,2022-03-02 16:25:09,442394324.0535533,55.641302435401876,5639,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4383.0,
261,2022-03-02 16:26:09,442500913.95334077,55.668117948204646,5528,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4298.0,
262,2022-03-02 16:27:09,442120939.7606779,55.5725549076044,5518,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4323.0,
263,2022-03-02 16:28:09,441630038.4988558,55.449215388548645,5439,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4234.0,
264,2022-03-02 16:29:09,441864996.4883064,55.50823176288249,5424,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4302.0,
265,2022-03-02 16:30:09,441508030.99578977,55.4185821198594,5316,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4258.0,
266,2022-03-02 16:31:09,442657376.89936376,55.70749204816109,5220,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4230.0,
267,2022-03-02 16:32:09,440150261.5646932,55.078248762470544,5259,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4215.0,
268,2022-03-02 16:33:09,409504881.3822482,47.67562122039558,5418,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4120.0,
269,2022-03-02 16:34:09,441357763.9520438,55.38086516445111,5334,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4216.0,
270,2022-03-02 16:35:09,441631552.07251513,55.44959546512108,5432,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4286.0,
271,2022-03-02 16:36:09,441350264.340377,55.37898310192626,5427,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4288.0,
272,2022-03-02 16:37:09,441536909.6032398,55.42583210720634,5529,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4348.0,
273,2022-03-02 16:38:09,441805924.4878903,55.49339119784232,5300,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4194.0,
274,2022-03-02 16:39:09,434598234.7412478,53.69750542935895,5495,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4272.0,
275,2022-03-02 16:40:09,441414456.83206284,55.395093541742916,5338,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4254.0,
276,2022-03-02 16:41:09,441371575.19010913,55.384331242735186,5580,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4384.0,
277,2022-03-02 16:42:09,442287306.6142409,55.614385862741955,5603,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4428.0,
278,2022-03-02 16:43:09,442370234.4589167,55.635242954733876,5629,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4436.0,
279,2022-03-02 16:44:09,441607970.49823105,55.4436739957966,5314,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4202.0,
280,2022-03-02 16:45:09,442245955.8011372,55.60398722575533,5510,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4326.0,
281,2022-03-02 16:46:09,441707316.8918087,55.46862258818927,5397,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4306.0,
282,2022-03-02 16:47:09,441872474.48147064,55.5101105887384,5475,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4270.0,
283,2022-03-02 16:48:09,439407849.8550548,54.89260192903351,5504,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4319.0,
284,2022-03-02 16:49:09,441875938.2356968,55.51098085853272,5540,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4363.0,
285,2022-03-02 16:50:09,441223754.56026304,55.347239702478674,5521,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4364.0,
286,2022-03-02 16:51:09,442315011.8778044,55.62135354847061,5507,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4379.0,
287,2022-03-02 16:52:09,442341413.6531739,55.62799382189631,5259,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4223.0,
288,2022-03-02 16:53:09,443148215.553964,55.831102549980244,5336,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4241.0,
289,2022-03-02 16:54:09,442653331.6159768,55.70647387214433,5462,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4333.0,
290,2022-03-02 16:55:09,442120648.77578294,55.57248175672066,5313,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4204.0,
291,2022-03-02 16:56:09,443274913.8196544,55.86303189018655,5302,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4263.0,
292,2022-03-02 16:57:09,441981226.92909986,55.537437945073876,5430,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4326.0,
293,2022-03-02 16:58:09,441249892.0524905,55.35379728638486,5458,"7,8,9,10",ok,"v_perp,log_psd,deriv,second_deriv",20.0,VDF_eas_forFitting_20220302121509_20220302122509_1min.h5,4327.0,
