39.37, 3.6543963317039404e-05, 3.499649175931133e-05, 3.765835964874335e-05, 3.949649175931133e-05, 3.972528442271921e-05, 4.129220919669507e-05, 4.2224510100791624e-05, 2.5657585326815762e-05, 3.286847341783103e-05, 4.926847341783103e-05, 4.162528442271921e-05, 3.70439633170394e-05, 3.819143487476749e-05, 3.9659133970670936e-05, 4.105407708612709e-05, 4.232100186010295e-05, 4.228715231215123e-05, 4.587781286499113e-05, 2.970583120647143e-05, 3.2286377990223644e-05, 4.718209542760739e-05, 4.634396331703941e-05, 4.28587888214509e-05, 4.28587888214509e-05, 3.897459804899491e-05, 3.897459804899491e-05, 4.2053302764199506e-05, 4.2549020201583254e-05, 2.72813211056798e-05, 2.625252844227192e-05, 4.011088809101527e-05, 3.74533027641995e-05
29.16, 3.0453813251280664e-05, 2.901233326007202e-05, 3.1553813251280664e-05, 3.305134659926626e-05, 3.327578657289218e-05, 3.381726656410083e-05, 3.446367985933828e-05, 2.2207399956043215e-05, 2.6075786572892184e-05, 4.031726656410083e-05, 3.509775989450371e-05, 3.151479991208643e-05, 3.2134306581683544e-05, 3.217825322490659e-05, 3.295627990329507e-05, 3.4461213207323874e-05, 3.4936773233697956e-05, 3.6161213207323875e-05, 2.597085326886338e-05, 2.895134659926626e-05, 3.886614651135269e-05, 3.961479991208643e-05, 3.681726656410083e-05, 3.681726656410083e-05, 3.483183992966914e-05, 3.483183992966914e-05, 3.597578657289219e-05, 3.647825322490659e-05, 2.413183992966914e-05, 2.3451346599266262e-05, 3.3061213207323874e-05, 3.1634306581683545e-05
20.9, 2.7157255053205475e-05, 2.5711903301018527e-05, 2.776655154883158e-05, 2.985056536297179e-05, 2.9350565362971793e-05, 2.9466551548831582e-05, 2.869852392055116e-05, 2.0079930929298948e-05, 2.196655154883158e-05, 3.645725505320548e-05, 3.109591711515874e-05, 2.768922742492506e-05, 2.8389227424925055e-05, 2.7666551548831583e-05, 2.858253773469137e-05, 2.971190330101853e-05, 3.060521361078485e-05, 3.073718598250442e-05, 2.266655154883158e-05, 2.5627889486878318e-05, 3.288253773469137e-05, 3.5421199796644634e-05, 3.3141268867345685e-05, 3.3141268867345685e-05, 3.1734579177112e-05, 3.1734579177112e-05, 3.192788948687832e-05, 3.172119979664463e-05, 2.1402606805392422e-05, 2.0679930929298953e-05, 2.8311903301018532e-05, 2.8073241239065267e-05
13.99, 2.5302552541633337e-05, 2.3702552541633335e-05, 2.6115744309504763e-05, 2.7545956657697624e-05, 2.6960424696385718e-05, 2.7045956657697622e-05, 2.621702058032143e-05, 1.7874892735073815e-05, 1.971702058032143e-05, 3.3747232928514286e-05, 2.8689360773761908e-05, 2.5602552541633338e-05, 2.6131488619009526e-05, 2.541702058032143e-05, 2.6815744309504763e-05, 2.7617020580321427e-05, 2.7632764889826196e-05, 2.8473616464257147e-05, 2.0160424696385715e-05, 2.3844680386880954e-05, 3.034595665769762e-05, 3.284595665769762e-05, 3.106042469638572e-05, 3.106042469638572e-05, 2.8947232928514292e-05, 2.8947232928514292e-05, 2.9374892735073817e-05, 2.948808450294524e-05, 1.978808450294524e-05, 1.933021234819286e-05, 2.5874892735073813e-05, 2.618808450294524e-05
8.08, 2.3771488477381526e-05, 2.2645956878316696e-05, 2.5051063198129663e-05, 2.5971488477381526e-05, 2.61306379188778e-05, 2.6230637918877798e-05, 2.4386807436820425e-05, 1.6935744238690762e-05, 1.7697020076446358e-05, 3.216638215756856e-05, 2.7545956878316696e-05, 2.3881701117007462e-05, 2.5330637918877796e-05, 2.396638215756856e-05, 2.4802126396259325e-05, 2.616638215756856e-05, 2.6825531599064832e-05, 2.611744535569822e-05, 1.942553159906483e-05, 2.3035744238690765e-05, 2.8866382157568558e-05, 3.136638215756856e-05, 3.004085055850373e-05, 3.004085055850373e-05, 2.784085055850373e-05, 2.784085055850373e-05, 2.8815318959438896e-05, 2.7402126396259327e-05, 1.9410212639625934e-05, 1.8156169517942632e-05, 2.4745956878316696e-05, 2.5051063198129663e-05
2.91, 2.333822750100702e-05, 2.1695568752517547e-05, 2.40051256277693e-05, 2.5447784376258774e-05, 2.4924239378272806e-05, 2.5024239378272805e-05, 2.348601187726579e-05, 1.6086011877265788e-05, 1.7147784376258776e-05, 3.11051256277693e-05, 2.6414682503021053e-05, 2.3980886249496493e-05, 2.385291000402807e-05, 2.3176455002014035e-05, 2.4247784376258772e-05, 2.5195568752517544e-05, 2.6257341251510525e-05, 2.536689812676228e-05, 1.8676455002014038e-05, 2.1914682503021056e-05, 2.7533796253524557e-05, 3.0938227501007014e-05, 2.864335312877632e-05, 2.864335312877632e-05, 2.7076455002014035e-05, 2.7076455002014035e-05, 2.6991137505035088e-05, 2.6847784376258774e-05, 1.8495568752517544e-05, 1.7557341251510524e-05, 2.3433796253524562e-05, 2.418601187726579e-05
-1.66, 2.2997832221795583e-05, 2.1524458055448896e-05, 2.314458055448896e-05, 2.479566444359117e-05, 2.48e-05, 2.4597832221795582e-05, 2.2569038609937855e-05, 1.6075541944551106e-05, 1.664674833269338e-05, 3.1302167778204415e-05, 2.5846748332693375e-05, 2.3017954720835646e-05, 2.3775541944551107e-05, 2.2646748332693375e-05, 2.344458055448896e-05, 2.4873374166346687e-05, 2.544458055448896e-05, 2.4620122499040064e-05, 1.875108388910221e-05, 2.142229027724448e-05, 2.7173374166346688e-05, 2.9464703053529024e-05, 2.812229027724448e-05, 2.812229027724448e-05, 2.647120638814227e-05, 2.647120638814227e-05, 2.725325166730662e-05, 2.6120122499040063e-05, 1.84e-05, 1.734891611089779e-05, 2.3375541944551104e-05, 2.3646748332693376e-05
-5.83, 2.279340335734814e-05, 2.134010503602221e-05, 2.29e-05, 2.46e-05, 2.495989496397779e-05, 2.4233508393370347e-05, 2.2619789927955585e-05, 1.6100000000000002e-05, 1.6606596642651863e-05, 3.097361342939255e-05, 2.559340335734814e-05, 2.2913193285303723e-05, 2.369340335734814e-05, 2.255329832132593e-05, 2.325329832132593e-05, 2.4586806714696277e-05, 2.504010503602221e-05, 2.445329832132593e-05, 1.8533508393370347e-05, 2.1513193285303723e-05, 2.694010503602221e-05, 2.9106596642651862e-05, 2.778680671469628e-05, 2.778680671469628e-05, 2.6459894963977793e-05, 2.6459894963977793e-05, 2.7133508393370346e-05, 2.595329832132593e-05, 1.829340335734814e-05, 1.7566491606629653e-05, 2.355989496397779e-05, 2.35e-05
-9.71, 2.27e-05, 2.1174232569289288e-05, 2.297730229213214e-05, 2.457423256928929e-05, 2.4971162846446436e-05, 2.4051534861421426e-05, 2.2925767430710714e-05, 1.6228837153553566e-05, 1.6648465138578574e-05, 3.078037201497499e-05, 2.5654604584264276e-05, 2.2971162846446435e-05, 2.3522697707867863e-05, 2.2574232569289288e-05, 2.3222697707867862e-05, 2.44e-05, 2.4951534861421424e-05, 2.4525767430710712e-05, 1.8428837153553565e-05, 2.162269770786786e-05, 2.7031906876396416e-05, 2.92e-05, 2.7600000000000003e-05, 2.7600000000000003e-05, 2.647116284644644e-05, 2.647116284644644e-05, 2.69e-05, 2.6e-05, 1.82e-05, 1.7722697707867864e-05, 2.3751534861421426e-05, 2.352576743071071e-05
-13.43, 2.27e-05, 2.110456403792815e-05, 2.3186307886215557e-05, 2.4504564037928147e-05, 2.4622820189640742e-05, 2.4190871924143703e-05, 2.2995435962071852e-05, 1.657717981035926e-05, 1.6509128075856297e-05, 3.1268051734502966e-05, 2.6072615772431113e-05, 2.262282018964074e-05, 2.3313692113784445e-05, 2.250456403792815e-05, 2.3013692113784444e-05, 2.44e-05, 2.5090871924143704e-05, 2.4595435962071854e-05, 1.877717981035926e-05, 2.1413692113784442e-05, 2.765892365864667e-05, 2.92e-05, 2.7600000000000003e-05, 2.7600000000000003e-05, 2.612282018964074e-05, 2.612282018964074e-05, 2.69e-05, 2.6e-05, 1.82e-05, 1.7513692113784443e-05, 2.3890871924143706e-05, 2.3595435962071853e-05
